UID,Machine Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Timestamp
L56185,x_1,297.2,307.9,1337,58.1,184,0,No Failure,11/12/2002 05:00
L56186,x_1,297.3,307.9,1417,41.8,186,0,No Failure,11/12/2002 06:00
L56187,x_1,297.4,308,1383,46.2,188,0,No Failure,11/12/2002 07:00
M23868,x1,297.4,308,1440,42.4,190,0,No Failure,11/12/2002 08:00
L56189,x_1,297.3,307.9,1579,34.4,193,0,No Failure,11/12/2002 09:00
L56190,x_1,297.2,307.9,1441,40,195,0,No Failure,11/12/2002 10:00
M23871,x1,297.2,307.9,1530,35.9,197,0,No Failure,11/12/2002 11:00
L56192,x_1,297.2,308,1705,26,200,0,No Failure,11/12/2002 12:00
H38427,X1,297.2,308,1435,43,202,0,No Failure,11/12/2002 13:00
M23874,x1,297.2,308.1,1340,61.3,207,1,Overstrain Failure,11/12/2002 14:00
L56195,x_1,297.2,308.1,1431,49.7,210,1,No Failure,11/12/2002 15:00
L56196,x_1,297.3,308.2,1396,52.7,212,1,Overstrain Failure,11/12/2002 16:00
M23877,x1,297.3,308.1,1369,52,214,0,No Failure,11/12/2002 17:00
L56198,x_1,297.3,308.1,1615,35.4,217,1,Tool Wear Failure,11/12/2002 18:00
L56199,x_1,297.2,308.1,1662,31.3,0,0,No Failure,11/12/2002 19:00
L56200,x_1,297.3,308.2,1553,33.5,2,0,No Failure,11/12/2002 20:00
M23881,x1,297.4,308.2,1536,34.6,4,0,No Failure,11/12/2002 21:00
L56202,x_1,297.4,308.3,1548,46.6,7,0,No Failure,11/12/2002 22:00
L56203,x_1,297.4,308.3,1706,30.9,9,0,No Failure,11/12/2002 23:00
L56204,x_1,297.4,308.3,1366,45.5,11,0,No Failure,12/12/2002 00:00
L56205,x_1,297.5,308.4,1440,35.9,13,0,No Failure,12/12/2002 01:00
M23886,x1,297.5,308.4,1685,28.1,15,0,No Failure,12/12/2002 02:00
M23887,x1,297.4,308.3,1444,44,18,0,No Failure,12/12/2002 03:00
L56208,x_1,297.4,308.3,1395,48.7,21,0,No Failure,12/12/2002 04:00
L56209,x_1,281.4,308.3,1483,38.8,23,0,No Failure,12/12/2002 05:00
M23890,x1,297.5,308.4,1403,124.1,25,0,No Failure,12/12/2002 06:00
H38445,X1,297.5,308.4,1793,23.9,28,0,Error,12/12/2002 07:00
L56212,x_1,297.4,308.3,1723,28.8,33,0,No Failure,12/12/2002 08:00
L56213,x_1,297.4,308.2,1386,41,35,0,No Failure,12/12/2002 09:00
H38448,X1,297.4,308.2,1585,126,37,0,No Failure,12/12/2002 10:00
M23895,x1,297.3,308.1,1731,27.7,42,0,No Failure,12/12/2002 11:00
L56216,x_1,297.3,308.3,1519,37.7,45,0,No Failure,12/12/2002 12:00
L56217,x_1,297.3,308.2,1896,24.4,47,0,No Failure,12/12/2002 13:00
L56218,x_1,297.3,308.3,2358,14.9,49,0,No Failure,12/12/2002 14:00
M23899,x1,297.3,308.3,1341,51.9,51,0,No Failure,12/12/2002 15:00
L56220,x_1,297.3,308.3,1550,37,54,0,No Failure,12/12/2002 16:00
L56221,x_1,281.3,308.3,1309,61.5,56,0,No Failure,12/12/2002 17:00
M23902,x1,297.3,308.4,1599,32.9,58,0,No Failure,12/12/2002 18:00
L56223,x_1,297.4,308.4,1343,40,61,0,No Failure,12/12/2002 19:00
L56224,x_1,297.4,308.4,1378,39.9,63,0,No Failure,12/12/2002 20:00
L56225,x_1,297.4,308.4,1603,114.4,65,0,No Failure,12/12/2002 21:00
L56226,x_1,297.4,308.4,1664,28.1,67,0,No Failure,12/12/2002 22:00
L56227,x_1,297.3,308.4,1488,37.4,69,0,No Failure,12/12/2002 23:00
M23908,x1,297.3,308.4,1370,50.5,71,0,No Failure,13/12/2002 00:00
L56229,x_1,297.3,308.5,1545,34.3,74,0,No Failure,13/12/2002 01:00
M23910,x1,297.4,308.5,1566,31.4,76,0,No Failure,13/12/2002 02:00
L56231,x_1,297.4,308.6,1820,24.6,79,0,No Failure,13/12/2002 03:00
M23912,x1,297.4,308.6,1901,22.1,81,0,No Failure,13/12/2002 04:00
M23913,x1,297.4,308.5,1638,32.2,84,0,No Failure,13/12/2002 05:00
M23914,x1,297.3,308.4,1521,38.2,87,0,No Failure,13/12/2002 06:00
H38469,X1,297.3,308.4,1864,23.1,90,0,No Failure,13/12/2002 07:00
L56236,x_1,297.3,308.3,1430,41.9,95,0,No Failure,13/12/2002 08:00
M23917,x1,297.3,308.4,1686,34.5,97,0,No Failure,13/12/2002 09:00
M23918,x1,297.2,308.3,1326,57.2,100,0,No Failure,13/12/2002 10:00
L56239,x_1,297.2,308.3,1805,25.6,103,0,No Failure,13/12/2002 11:00
H38474,X1,297.2,308.3,,45.8,105,0,No Failure,13/12/2002 12:00
M23921,x1,297.2,308.4,1863,26,110,0,No Failure,13/12/2002 13:00
L56242,x_1,297.2,308.3,1576,35.3,113,0,No Failure,13/12/2002 14:00
L56243,x_1,297.2,308.3,1419,119.5,115,0,No Failure,13/12/2002 15:00
L56244,x_1,297.2,308.4,1833,25.2,117,0,No Failure,13/12/2002 16:00
H38479,X1,297.2,308.4,2182,17.3,119,0,No Failure,13/12/2002 17:00
L56246,x_1,297.2,308.3,1656,30.3,124,0,No Failure,13/12/2002 18:00
L56247,x_1,297.1,308.2,1351,56.6,126,0,No Failure,13/12/2002 19:00
H38482,X1,297.1,308.2,1790,30.3,128,0,No Failure,13/12/2002 20:00
M23929,x1,297.2,308.2,1678,28.1,133,0,No Failure,13/12/2002 21:00
L56250,x_1,297.1,308.2,1427,45.2,136,0,No Failure,13/12/2002 22:00
L56251,x_1,297,308.1,1429,54,138,0,No Failure,13/12/2002 23:00
H38486,X1,297.2,308.1,1770,27.2,140,0,No Failure,14/12/2002 00:00
L56253,x_1,297.2,308.1,1689,31.2,145,0,No Failure,14/12/2002 01:00
M23934,x1,297.2,308.1,1554,41.3,147,0,No Failure,14/12/2002 02:00
L56255,x_1,297.3,308.1,1506,36,150,0,No Failure,14/12/2002 03:00
L56256,x_1,297.2,308.1,1474,44.3,152,0,No Failure,14/12/2002 04:00
L56257,x_1,297.3,308.1,1762,105.9,154,0,No Failure,14/12/2002 05:00
L56258,x_1,297.3,308.1,1566,35.7,156,0,No Failure,14/12/2002 06:00
H38493,X1,297.3,308.1,1554,42.4,158,0,No Failure,14/12/2002 07:00
L56260,x_1,297.2,308,1869,25.4,163,0,No Failure,14/12/2002 08:00
L56261,x_1,297.3,308,1527,114.9,165,0,No Failure,14/12/2002 09:00
L56262,x_1,297.2,307.9,1309,129.4,167,0,No Failure,14/12/2002 10:00
M23943,x1,297.2,307.9,1541,35.7,169,0,No Failure,14/12/2002 11:00
L56264,x_1,297.2,307.9,1326,75.4,172,1,Power Failure,14/12/2002 12:00
H38499,X1,297.1,307.9,1365,54,174,0,No Failure,14/12/2002 13:00
L56266,x_1,297.1,307.8,1428,43.7,179,0,No Failure,14/12/2002 14:00
L56267,x_1,297.1,307.8,1681,27.6,181,0,No Failure,14/12/2002 15:00
M23948,x1,297.1,307.9,1662,26.9,183,0,No Failure,14/12/2002 16:00
L56269,x_1,281.2,307.9,1989,20.3,186,0,No Failure,14/12/2002 17:00
M23950,x1,297.2,307.9,1747,29,188,0,No Failure,14/12/2002 18:00
M23951,x1,297.2,308,1765,31.1,191,0,No Failure,14/12/2002 19:00
L56272,x_1,297.3,308.1,1568,34.4,194,0,No Failure,14/12/2002 20:00
M23953,x1,297.3,308.1,1709,30.6,196,0,No Failure,14/12/2002 21:00
M23954,x1,281.3,308.1,1370,58.8,199,0,No Failure,14/12/2002 22:00
L56275,x_1,297.3,308.1,1458,45.7,202,0,No Failure,14/12/2002 23:00
L56276,x_1,297.2,308.1,1712,30.9,204,0,No Failure,15/12/2002 00:00
L56277,x_1,297.3,308.1,1642,36.9,206,0,No Failure,15/12/2002 01:00
L56278,x_1,297.3,308.1,1468,49.8,0,0,No Failure,15/12/2002 02:00
H38513,X1,297.3,308.1,1477,52.3,2,0,No Failure,15/12/2002 03:00
L56280,x_1,297.3,308.2,1446,53.5,7,0,No Failure,15/12/2002 04:00
H38515,X1,297.3,308.2,1653,31.4,9,0,No Failure,15/12/2002 05:00
L56282,x_1,297.3,308.3,1494,38.2,14,0,No Failure,15/12/2002 06:00
L56283,x_1,297.3,308.2,1490,41,16,0,No Failure,15/12/2002 07:00
M23964,x1,297.4,308.3,1550,47.8,18,0,No Failure,15/12/2002 08:00
M23965,x1,297.3,308.2,1677,34.9,21,0,No Failure,15/12/2002 09:00
L56286,x_1,297.4,308.3,1854,21.8,24,0,No Failure,15/12/2002 10:00
M23967,x1,297.5,308.5,1662,30.3,26,0,No Failure,15/12/2002 11:00
M23968,x1,297.5,308.6,1440,38.8,29,0,No Failure,15/12/2002 12:00
L56289,x_1,297.5,308.6,1513,39.7,32,0,No Failure,15/12/2002 13:00
M23970,x1,281.6,308.6,1389,49,34,0,No Failure,15/12/2002 14:00
L56291,x_1,297.6,308.6,1351,51,37,0,No Failure,15/12/2002 15:00
M23972,x1,297.6,308.6,1482,38.3,39,0,No Failure,15/12/2002 16:00
L56293,x_1,297.6,308.6,1744,28.5,42,0,No Failure,15/12/2002 17:00
L56294,x_1,297.6,308.7,1476,39,44,0,No Failure,15/12/2002 18:00
M23975,x1,297.6,308.6,1444,48.2,46,0,No Failure,15/12/2002 19:00
H38530,X1,297.6,308.7,1659,32.1,49,0,No Failure,15/12/2002 20:00
M23977,x1,297.6,308.7,1475,46.6,54,0,No Failure,15/12/2002 21:00
L56298,x_1,297.6,308.6,1526,42.1,57,0,No Failure,15/12/2002 22:00
M23979,x1,297.4,308.4,1675,29.5,59,0,No Failure,15/12/2002 23:00
L56300,x_1,297.4,308.4,1525,38.7,62,0,No Failure,16/12/2002 00:00
L56301,x_1,297.3,308.3,1396,45.9,64,0,Error,16/12/2002 01:00
L56302,x_1,297.4,308.4,1580,41.2,66,0,No Failure,16/12/2002 02:00
L56303,x_1,297.4,308.5,1462,42.8,68,0,No Failure,16/12/2002 03:00
L56304,x_1,297.4,308.4,1426,50.4,70,0,No Failure,16/12/2002 04:00
L56305,x_1,297.4,308.5,1569,34.2,72,0,No Failure,16/12/2002 05:00
L56306,x_1,297.4,308.5,1477,40.7,74,0,No Failure,16/12/2002 06:00
L56307,x_1,297.4,308.5,1761,27.2,76,0,No Failure,16/12/2002 07:00
M23988,x1,297.5,308.6,1486,45.9,78,0,No Failure,16/12/2002 08:00
L56309,x_1,297.6,308.6,1664,30.1,81,0,No Failure,16/12/2002 09:00
L56310,x_1,297.6,308.6,1576,32.7,83,0,No Failure,16/12/2002 10:00
H38545,X1,297.6,308.6,1463,46.7,85,0,No Failure,16/12/2002 11:00
M23992,x1,297.6,308.6,1585,42,90,0,No Failure,16/12/2002 12:00
L56313,x_1,297.7,308.7,1479,45.7,93,0,No Failure,16/12/2002 13:00
L56314,x_1,297.7,308.7,1449,40.2,95,0,No Failure,16/12/2002 14:00
H38549,X1,297.7,308.8,1404,50.3,97,0,No Failure,16/12/2002 15:00
L56316,x_1,297.7,308.7,1694,29.1,102,0,No Failure,16/12/2002 16:00
L56317,x_1,297.7,308.7,1731,28.4,104,0,No Failure,16/12/2002 17:00
L56318,x_1,297.6,308.6,1522,37,106,0,No Failure,16/12/2002 18:00
L56319,x_1,297.5,308.5,1536,36.9,108,0,No Failure,16/12/2002 19:00
L56320,x_1,297.5,308.5,1373,39.9,110,0,No Failure,16/12/2002 20:00
L56321,x_1,297.5,308.5,1597,36.4,112,0,No Failure,16/12/2002 21:00
L56322,x_1,297.6,308.5,1678,34.2,114,0,No Failure,16/12/2002 22:00
L56323,x_1,297.6,308.5,1452,42.6,116,0,No Failure,16/12/2002 23:00
M24004,x1,297.5,308.5,1447,41.6,118,0,No Failure,17/12/2002 00:00
L56325,x_1,297.6,308.5,1574,37.1,121,0,No Failure,17/12/2002 01:00
L56326,x_1,297.6,308.6,1528,40,123,0,No Failure,17/12/2002 02:00
L56327,x_1,297.7,308.7,1688,27.2,125,0,No Failure,17/12/2002 03:00
L56328,x_1,297.6,308.6,1393,40.4,127,0,No Failure,17/12/2002 04:00
M24009,x1,297.5,308.6,1429,50.5,129,0,No Failure,17/12/2002 05:00
M24010,x1,297.5,308.6,1347,57,132,0,No Failure,17/12/2002 06:00
L56331,x_1,297.6,308.6,1553,40.5,135,0,No Failure,17/12/2002 07:00
L56332,x_1,297.5,308.6,1260,53.6,137,0,No Failure,17/12/2002 08:00
L56333,x_1,297.5,308.6,1546,33.8,139,0,No Failure,17/12/2002 09:00
L56334,x_1,281.5,308.6,1596,36,141,0,No Failure,17/12/2002 10:00
L56335,x_1,297.5,308.5,1340,57.4,143,0,No Failure,17/12/2002 11:00
M24016,x1,297.5,308.4,1369,54.8,145,0,No Failure,17/12/2002 12:00
L56337,x_1,297.5,308.5,1462,52.3,148,0,No Failure,17/12/2002 13:00
H38572,X1,297.4,308.4,1487,46.2,150,0,No Failure,17/12/2002 14:00
M24019,x1,297.5,308.6,1510,35.5,155,0,No Failure,17/12/2002 15:00
H38574,X1,297.5,308.5,1671,28,158,0,No Failure,17/12/2002 16:00
M24021,x1,297.5,308.5,1612,30,163,0,No Failure,17/12/2002 17:00
M24022,x1,297.6,308.6,1509,39.7,166,0,No Failure,17/12/2002 18:00
L56343,x_1,297.6,308.6,1415,47.3,169,0,No Failure,17/12/2002 19:00
L56344,x_1,297.6,308.6,2384,14.4,171,0,No Failure,17/12/2002 20:00
L56345,x_1,297.6,308.6,1326,142.2,173,0,No Failure,17/12/2002 21:00
M24026,x1,297.6,308.6,1390,53.4,175,0,No Failure,17/12/2002 22:00
M24027,x1,297.6,308.7,1392,41.2,178,0,No Failure,17/12/2002 23:00
H38582,X1,297.6,308.8,1385,44.4,181,0,No Failure,18/12/2002 00:00
L56349,x_1,297.7,308.8,1896,24.5,186,0,No Failure,18/12/2002 01:00
L56350,x_1,297.7,308.7,1474,46.8,188,0,No Failure,18/12/2002 02:00
M24031,x1,281.7,308.8,1388,45.6,190,0,No Failure,18/12/2002 03:00
L56352,x_1,297.7,308.9,1715,27.2,193,0,No Failure,18/12/2002 04:00
H38587,X1,297.8,308.9,1650,32.2,195,0,No Failure,18/12/2002 05:00
L56354,x_1,297.8,308.9,1871,25.6,200,1,Tool Wear Failure,18/12/2002 06:00
L56355,x_1,297.8,309,1403,64.2,0,1,Power Failure,18/12/2002 07:00
L56356,x_1,281.8,308.9,1518,40.4,2,0,No Failure,18/12/2002 08:00
L56357,x_1,297.9,309.1,1504,43,4,0,No Failure,18/12/2002 09:00
L56358,x_1,297.8,309,1340,56.9,6,0,No Failure,18/12/2002 10:00
H38593,X1,297.9,309.1,1435,44.7,8,0,No Failure,18/12/2002 11:00
L56360,x_1,297.9,309.1,1507,36.9,13,0,No Failure,18/12/2002 12:00
L56361,x_1,297.9,309.1,1521,36.1,15,0,No Failure,18/12/2002 13:00
M24042,x1,281.8,309,1576,45,17,0,No Failure,18/12/2002 14:00
L56363,x_1,297.9,309.1,1543,36.6,20,0,No Failure,18/12/2002 15:00
L56364,x_1,298,309.2,1665,36.6,22,0,No Failure,18/12/2002 16:00
L56365,x_1,297.9,309.1,1442,50.3,24,0,No Failure,18/12/2002 17:00
L56366,x_1,297.9,309,1629,29,26,0,No Failure,18/12/2002 18:00
L56367,x_1,297.9,309,1379,47.3,28,0,No Failure,18/12/2002 19:00
L56368,x_1,297.9,309,1502,40.2,30,0,No Failure,18/12/2002 20:00
L56369,x_1,297.9,309.1,1595,32,32,0,No Failure,18/12/2002 21:00
M24050,x1,298,309,1439,38.5,34,0,No Failure,18/12/2002 22:00
M24051,x1,297.9,309,1970,21.6,37,0,No Failure,18/12/2002 23:00
L56372,x_1,297.9,309,1562,35.8,40,0,No Failure,19/12/2002 00:00
M24053,x1,297.9,309,1530,40.9,42,0,No Failure,19/12/2002 01:00
L56374,x_1,297.9,308.9,1393,40.6,45,0,No Failure,19/12/2002 02:00
L56375,x_1,297.9,309,1532,37.6,47,0,No Failure,19/12/2002 03:00
L56376,x_1,298,308.9,1607,37.7,49,0,No Failure,19/12/2002 04:00
M24057,x1,297.9,308.8,1469,49,51,0,No Failure,19/12/2002 05:00
M24058,x1,297.9,308.8,1538,37.6,54,0,No Failure,19/12/2002 06:00
L56379,x_1,297.9,308.8,1613,31.4,57,0,No Failure,19/12/2002 07:00
M24060,x1,297.9,308.8,1602,32.1,59,0,No Failure,19/12/2002 08:00
L56381,x_1,297.8,308.7,1404,44.2,62,0,No Failure,19/12/2002 09:00
L56382,x_1,297.8,308.8,1548,36.9,64,0,No Failure,19/12/2002 10:00
L56383,x_1,297.8,308.8,1559,35.2,66,0,No Failure,19/12/2002 11:00
L56384,x_1,297.8,308.8,1621,115.9,68,0,No Failure,19/12/2002 12:00
L56385,x_1,297.8,308.8,1579,32.9,70,0,No Failure,19/12/2002 13:00
M24066,x1,297.9,308.9,1547,44,72,0,No Failure,19/12/2002 14:00
L56387,x_1,297.9,308.8,1386,48.6,75,0,Error,19/12/2002 15:00
L56388,x_1,298,308.9,1406,40.9,77,0,No Failure,19/12/2002 16:00
M24069,x1,298,309,1393,55.9,79,0,No Failure,19/12/2002 17:00
M24070,x1,297.9,309,2456,13.9,82,0,No Failure,19/12/2002 18:00
M24071,x1,298,309,1409,49.1,85,0,No Failure,19/12/2002 19:00
L56392,x_1,298,308.9,1390,53.9,88,0,No Failure,19/12/2002 20:00
L56393,x_1,298,309,1679,32.4,90,0,No Failure,19/12/2002 21:00
L56394,x_1,298,308.9,1508,37.1,92,0,No Failure,19/12/2002 22:00
L56395,x_1,297.9,308.8,1681,111.5,94,0,No Failure,19/12/2002 23:00
H38630,X1,297.7,308.8,1469,43.7,96,0,No Failure,20/12/2002 00:00
L56397,x_1,297.8,308.8,1421,49.6,101,0,No Failure,20/12/2002 01:00
L56398,x_1,297.7,308.8,1354,50.2,103,0,No Failure,20/12/2002 02:00
M24079,x1,297.7,308.8,1350,57,105,0,No Failure,20/12/2002 03:00
L56400,x_1,281.8,308.9,1282,58.1,108,0,No Failure,20/12/2002 04:00
M24081,x1,297.8,309,1675,30,110,0,No Failure,20/12/2002 05:00
M24082,x1,297.9,309,1525,38.5,113,0,No Failure,20/12/2002 06:00
L56403,x_1,297.9,309,1382,43.9,116,0,No Failure,20/12/2002 07:00
L56404,x_1,297.9,309,1450,46.8,118,0,No Failure,20/12/2002 08:00
L56405,x_1,298,309.1,1820,23.6,120,0,No Failure,20/12/2002 09:00
L56406,x_1,298,309.1,1822,23.5,122,0,No Failure,20/12/2002 10:00
L56407,x_1,298,309.1,1473,44.3,124,0,No Failure,20/12/2002 11:00
M24088,x1,298.1,309.1,1572,37.5,126,0,No Failure,20/12/2002 12:00
M24089,x1,298.1,309,2042,17.8,129,0,No Failure,20/12/2002 13:00
L56410,x_1,298.2,309.2,1922,22.6,132,0,No Failure,20/12/2002 14:00
L56411,x_1,298.2,309.1,1539,36.5,134,0,No Failure,20/12/2002 15:00
L56412,X2,298.2,309.1,1350,52,136,0,No Failure,20/12/2012 16:00
L56413,x_1,298.3,309.1,1403,45.1,138,0,No Failure,20/12/2002 17:00
L56414,x_1,298.3,309.1,1904,100.1,140,0,No Failure,20/12/2002 18:00
M24095,x1,298.2,308.9,1592,35.2,142,0,No Failure,20/12/2002 19:00
L56416,x_1,298.1,308.7,1556,31.6,145,0,No Failure,20/12/2002 20:00
M24097,x1,298.1,308.8,1811,25.4,147,0,No Failure,20/12/2002 21:00
M24098,x1,298.2,308.8,1456,41.2,150,0,No Failure,20/12/2002 22:00
H38653,X1,298.2,308.8,1436,51.9,153,0,No Failure,20/12/2002 23:00
M24100,x1,298.1,308.7,1362,49.6,158,0,No Failure,21/12/2002 00:00
L56421,x_1,298.1,308.7,1683,29.1,161,0,No Failure,21/12/2002 01:00
M24102,x1,298.2,308.7,1269,140.7,163,0,No Failure,21/12/2002 02:00
L56423,x_1,298.3,308.8,1454,49,166,0,No Failure,21/12/2002 03:00
L56424,x_1,298.3,308.8,1767,27.3,168,0,No Failure,21/12/2002 04:00
L56425,x_1,298.3,308.9,1708,27.3,170,0,No Failure,21/12/2002 05:00
L56426,x_1,298.3,308.9,1862,27,172,0,No Failure,21/12/2002 06:00
L56427,x_1,298.3,308.9,1695,30.7,174,0,No Failure,21/12/2002 07:00
M24108,x1,298.3,309.1,1488,40.6,176,0,No Failure,21/12/2002 08:00
L56429,x_1,298.3,309,1657,32.2,179,0,No Failure,21/12/2002 09:00
H38664,X1,298.3,309,1823,25.9,181,0,No Failure,21/12/2002 10:00
M24111,x1,298.2,309.1,1651,28.8,186,0,No Failure,21/12/2002 11:00
M24112,x1,298.1,309,1533,36.1,189,0,No Failure,21/12/2002 12:00
M24113,x1,298.2,309,1508,40.5,192,0,No Failure,21/12/2002 13:00
L56434,x_1,298.3,309.1,1616,31.1,195,0,No Failure,21/12/2002 14:00
L56435,x_1,298.2,309,1651,31.5,197,0,No Failure,21/12/2002 15:00
L56436,x_1,282.2,309.1,1569,35.2,199,0,No Failure,21/12/2002 16:00
M24117,x1,298.3,309.1,1296,58.7,201,0,No Failure,21/12/2002 17:00
H38672,X1,298.3,309,1379,43.2,0,0,No Failure,21/12/2002 18:00
M24119,x1,298.2,309,1694,107.8,5,0,No Failure,21/12/2002 19:00
L56440,x_1,298.2,309,1377,57.8,8,0,No Failure,21/12/2002 20:00
H38675,X1,298.3,309,1470,38.4,10,0,No Failure,21/12/2002 21:00
M24122,x1,298.3,309.1,1404,47,15,0,No Failure,21/12/2002 22:00
L56443,x_1,298.3,309.1,1593,40.1,18,0,No Failure,21/12/2002 23:00
M24124,x1,298.3,309,1526,36.9,20,0,No Failure,22/12/2002 00:00
M24125,x1,298.3,308.9,1390,129.5,23,0,No Failure,22/12/2002 01:00
L56446,x_1,298.2,308.9,1737,25.5,26,0,No Failure,22/12/2002 02:00
L56447,x_1,298.2,308.8,1362,57.3,28,0,No Failure,22/12/2002 03:00
L56448,x_1,298.2,308.8,1666,31.5,30,0,No Failure,22/12/2002 04:00
L56449,x_1,298.2,308.8,1354,60.9,32,0,No Failure,22/12/2002 05:00
L56450,x_1,298.2,308.8,1302,60.4,34,0,No Failure,22/12/2002 06:00
L56451,x_1,298.2,308.7,1991,20.5,36,0,No Failure,22/12/2002 07:00
L56452,x_1,298.2,308.6,1353,54.1,38,0,No Failure,22/12/2002 08:00
H38687,X1,298.2,308.7,1520,35.7,40,0,No Failure,22/12/2002 09:00
L56454,x_1,298.2,308.7,1428,54.9,45,0,No Failure,22/12/2002 10:00
L56455,x_1,298.2,308.7,1605,29.4,47,0,No Failure,22/12/2002 11:00
L56456,x_1,298.1,308.7,1691,30.3,49,0,No Failure,22/12/2002 12:00
L56457,x_1,298.2,308.7,1447,48.4,51,0,No Failure,22/12/2002 13:00
H38692,X1,298.2,308.8,1606,39.9,53,0,No Failure,22/12/2002 14:00
M24139,x1,298.2,308.8,1645,108,58,0,No Failure,22/12/2002 15:00
H38694,X1,298.2,308.8,1470,43.3,61,0,No Failure,22/12/2002 16:00
L56461,x_1,298.2,308.9,1336,45,66,0,No Failure,22/12/2002 17:00
M24142,x1,298.2,308.9,1414,44.3,68,0,No Failure,22/12/2002 18:00
M24143,x1,298.3,309,1802,27.5,71,0,No Failure,22/12/2002 19:00
L56464,x_1,298.2,308.9,1683,31.7,74,0,No Failure,22/12/2002 20:00
M24145,x1,298.2,309,1410,47.6,76,0,Error,22/12/2002 21:00
L56466,x_1,282.2,308.9,1605,32,79,0,No Failure,22/12/2002 22:00
L56467,x_1,298.2,308.9,1709,28.1,81,0,No Failure,22/12/2002 23:00
L56468,x_1,298.2,308.9,1444,53.1,83,0,No Failure,23/12/2002 00:00
L56469,x_1,298.2,308.9,1367,45,85,0,No Failure,23/12/2002 01:00
L56470,x_1,298.2,309,1418,44.2,87,0,No Failure,23/12/2002 02:00
L56471,x_1,298.2,309,1353,57.8,89,0,No Failure,23/12/2002 03:00
L56472,x_1,298.2,309,1643,34.1,91,0,No Failure,23/12/2002 04:00
L56473,x_1,298.3,309.1,1437,38,93,0,No Failure,23/12/2002 05:00
L56474,x_1,298.1,309,1437,36.2,95,0,No Failure,23/12/2002 06:00
M24155,x1,298.2,309,1413,47.9,97,0,No Failure,23/12/2002 07:00
H38710,X1,298.2,309,1524,39.1,100,0,No Failure,23/12/2002 08:00
M24157,x1,298.1,308.9,1479,43.4,105,0,No Failure,23/12/2002 09:00
L56478,x_1,298.1,308.9,1313,50.6,108,0,No Failure,23/12/2002 10:00
M24159,x1,282.1,308.9,1335,50.4,110,0,No Failure,23/12/2002 11:00
L56480,x_1,298.1,308.9,1367,41.9,113,0,No Failure,23/12/2002 12:00
M24161,x1,298.1,308.9,1459,50.3,115,0,No Failure,23/12/2002 13:00
M24162,x1,298.1,308.9,1804,25.1,118,0,No Failure,23/12/2002 14:00
L56483,x_1,298.2,309,1491,38.3,121,0,No Failure,23/12/2002 15:00
L56484,x_1,298.3,309.1,1537,43,123,0,No Failure,23/12/2002 16:00
H38719,X1,298.3,309.1,1646,30.2,125,0,No Failure,23/12/2002 17:00
M24166,x1,298.3,309.2,1783,28.3,130,0,No Failure,23/12/2002 18:00
L56487,x_1,298.3,309.1,1395,49.8,133,0,No Failure,23/12/2002 19:00
L56488,x_1,298.4,309.1,1423,48,135,0,No Failure,23/12/2002 20:00
L56489,x_1,298.3,309.2,1562,37.6,137,0,No Failure,23/12/2002 21:00
L56490,x_1,298.4,309.3,1549,40.8,139,0,No Failure,23/12/2002 22:00
L56491,x_1,298.4,309.4,1540,43.2,141,0,No Failure,23/12/2002 23:00
H38726,X1,298.5,309.4,1573,33.6,143,0,No Failure,24/12/2002 00:00
L56493,x_1,298.5,309.4,1418,45.1,148,0,No Failure,24/12/2002 01:00
M24174,x1,298.5,309.4,1565,33.7,150,0,No Failure,24/12/2002 02:00
L56495,x_1,298.5,309.5,1569,41,153,0,No Failure,24/12/2002 03:00
H38730,X1,298.5,309.4,1417,41.2,155,0,No Failure,24/12/2002 04:00
L56497,x_1,298.5,309.5,1480,38.1,160,0,No Failure,24/12/2002 05:00
L56498,x_1,298.5,309.4,1364,44.5,162,0,No Failure,24/12/2002 06:00
L56499,x_1,298.5,309.4,1911,21.5,164,0,No Failure,24/12/2002 07:00
L56500,x_1,298.4,309.3,1409,43.1,166,0,No Failure,24/12/2002 08:00
L56501,x_1,298.4,309.2,1335,53.5,168,0,No Failure,24/12/2002 09:00
M24182,x1,298.5,309.3,1512,38.1,170,0,No Failure,24/12/2002 10:00
L56503,x_1,298.6,309.4,1447,40.2,173,0,No Failure,24/12/2002 11:00
L56504,x_1,298.6,309.3,1537,37.6,175,0,No Failure,24/12/2002 12:00
M24185,x1,298.6,309.3,1510,40.8,177,0,No Failure,24/12/2002 13:00
L56506,x_1,298.6,309.3,1677,31.2,180,0,No Failure,24/12/2002 14:00
L56507,x_1,298.5,309.2,1504,33.7,182,0,No Failure,24/12/2002 15:00
H38742,X1,298.5,309.1,2051,19,184,0,No Failure,24/12/2002 16:00
L56509,x_1,282.5,309.1,1474,41.3,189,0,No Failure,24/12/2002 17:00
M24190,x1,298.4,309,1507,36.1,191,0,No Failure,24/12/2002 18:00
L56511,x_1,298.4,308.9,1496,37.9,194,0,No Failure,24/12/2002 19:00
M24192,x1,298.5,309,1921,22,196,0,No Failure,24/12/2002 20:00
L56513,x_1,298.5,309,1450,40.5,199,0,No Failure,24/12/2002 21:00
L56514,x_1,298.4,308.9,1402,44.8,201,0,No Failure,24/12/2002 22:00
L56515,x_1,298.4,308.9,1501,50,203,0,No Failure,24/12/2002 23:00
